Cód. de Barras;Produto;Fabricante;Classificação Principal
7898593052697;CONDRIGEN CURCUMA 60 CAP;MAXINUTRI ALIMENTOS LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > VITAMINAS
1000000000000;CONDRIGEN CURCUMA C/60CAPS;MAXINUTRI ALIMENTOS LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > VITAMINAS
7898593052772;CONDRIGEN H.A C/60CAP;MAXINUTRI ALIMENTOS LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > VITAMINAS
7898593052765;CONDRIGEN MAXINUTRI HA 30CAPS/MAX;MAXINUTRI ALIMENTOS LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > VITAMINAS
7898593053182;CONDRIGEN TRIO 900MG C/60 CAP;MAXINUTRI ALIMENTOS LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > VITAMINAS
7898593052864;CONDRIGEN ULTRA MDK C/30 CP;MAXINUTRI ALIMENTOS LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > VITAMINAS
7894164008636;CONDROFLAN ARTRIX C/ 30 CAPS;AIRELA IND FARMA LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7894164008605;CONDROFLAN CARTFLEX C/ 30 CAPS;AIRELA IND FARMA LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7894164007684;CONDROFLAN ULTRA C/ 30 CAPS;AIRELA IND FARMA LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7892953000328;CONDROFLEX 1,5 G + 1,2 G 30 ENV 4,13;ADIUM S.A.;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7892953000489;CONDROFLEX 1,5 G + 1,2 G 7 ENV 4,135;ADIUM S.A.;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7892953206942;CONDROFLEX 1,5 G+1,2 G 15 ENV 4,13 G;ADIUM S.A.;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7892953003787;CONDROFLEX 1,5+1,2G C/ 30 SACHES S/ TANGERINA;ADIUM S.A.;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7892953001516;CONDROFLEX 500 MG + 400 MG C/ 40 CAP;ADIUM S.A.;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7892953000694;CONDROFLEX 500 MG + 400 MG C/ 60 CAP;ADIUM S.A.;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7896920305799;CONDROTOP ARTRO C/ 60 CP ;ECOFITUS LAB.-SIC;PRINCIPAL > MARCAS EXCLUSIVAS > VITAMINAS EXCLUSIVAS > ECOFITUS
7896920307670;CONDROTOP HA C/ 60 CP ;ECOFITUS LAB.-SIC;PRINCIPAL > MARCAS EXCLUSIVAS > VITAMINAS EXCLUSIVAS > ECOFITUS
7896920305812;CONDROTOP ULTRA C/ 60 CP ;ECOFITUS LAB.-SIC;PRINCIPAL > MARCAS EXCLUSIVAS > VITAMINAS EXCLUSIVAS > ECOFITUS
7896920305843;CONDROTOP ULTRA C/30 SACHE;ECOFITUS LAB.-SIC;PRINCIPAL > MARCAS EXCLUSIVAS > VITAMINAS EXCLUSIVAS > ECOFITUS
7896444211187;CONDUTOR DENTAL HILLO C/25;HILLO IND. E COM. LTDA;PRINCIPAL > PERFUMARIA > PERF-ORAL CARE > PERF-ORAL-TRATAMENTO
7898940257727;CONDUTOR DENTAL POWERLINE C/30;POWERDENT;PRINCIPAL > PERFUMARIA > PERF-ORAL CARE > PERF-ORAL-FIO DENTAL
7898940257713;CONDUTOR FIO DENTAL POWERLINE C/30;POWERDENT;PRINCIPAL > PERFUMARIA > PERF-ORAL CARE > PERF-ORAL-FIO DENTAL
7896360001916;CONEXIUM C/30;DOVALLE FARMOTERAPICO-OL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
;CONF ROCKLETS LEITE(ARC);0 VISITA;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7898142853706;CONF ROCKLETS LEITE(ARC)-33937;0 VISITA;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONFEITO BAT BOL 12G DP;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO BIKE POP 12G DP;MBL IND. E COMERCIO DE ARTIGOS P/ FESTAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO CANARIO POP 12G DP 12UN;HYPERMARCAS S/A;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO CARRINHO POP 2G DP 30UN;A DEFINIR;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
7898967923349;CONFEITO CATAVENTO 1G CORUJA;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
7898967923370;CONFEITO CATAVENTO 1G GATINHO;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
7898656683264;CONFEITO CATAVENTO CANARIO/CATAV APITO;MARILAN ALIMENTOS S/A;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
7898656683301;CONFEITO CATAVENTO DP;MARILAN ALIMENTOS S/A;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
;CONFEITO CATAVENTO POP 12G DP;MBL IND. E COMERCIO DE ARTIGOS P/ FESTAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO CATAVENTO UNICORNIO 18G DP;MBL IND. E COMERCIO DE ARTIGOS P/ FESTAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO CORNETA 12G DP;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO CORNETA POP 12G;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO CORNETA POP 2G DP;MBL IND. E COMERCIO DE ARTIGOS P/ FESTAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO FLAUTA;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO FLAUTA POP 2G DP 30UN;A DEFINIR;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO FORMULA POP 12G;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
7898934593964;CONFEITO FRUTINHA 1G COBRINHA;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
7898934594978;CONFEITO FRUTINHA 1G F1 JATO FORCE;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
7898934595968;CONFEITO FRUTINHA 1G F1 RACE;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
7898934594893;CONFEITO FRUTINHA 1G MOTORACE;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
7898934595821;CONFEITO FRUTINHA APITO 1G;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
;CONFEITO FRUTINHA CATAVENTO 4G;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
;CONFEITO FRUTINHA CORNETA 2G;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7898934593711;CONFEITO FRUTINHA FLAUTINHA 1G;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
7898934594626;CONFEITO FRUTINHA HELITOY 1G;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
;CONFEITO FRUTINHA SKATE 1G;DANILLA FOODS BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
;CONFEITO GALO NO TUBO APITO 12G;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO MAMA FEST UNICORN;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO MAMA MANIA;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
7898405061329;CONFEITO MANIA CORNETA POP 12G DP;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO MANIA PIAO POP 12G DP;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO MASTIG UP FRUTAS MENTA;UNITED MILLS ALIMENTOS LTDA;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONFEITO MENTOS MINI SORTIDOS;UNITED MILLS ALIMENTOS LTDA;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO OVINHO MANIA(FIN);FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
7898656683615;CONFEITO OVINHO MANIA(FIN)-51740;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO PIROMANIA POP 12G DP;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO ROBO POP 2G DP;FINE GULOSEIMAS;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
;CONFEITO SKATE RADICAL;FINE GULOSEIMAS;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-BALAS
7896422519960;CONFIARE PREVENT CR 60 G;MEDLEY IND. FARM-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
7898108641712;CONFIRA TESTE DE FERTILIDADE C/5 TIRAS + 1 COPO COLETOR;SANFARMA;PRINCIPAL > VAREJO > VAREJINHO
7898108642214;CONFIRA TESTE DE GRAVIDEZ C/2 TIRAS;SANFARMA;PRINCIPAL > VAREJO > VAREJINHO
7898108640609;CONFIRA TESTE DE GRAVIDEZ EM TIRA;SANFARMA;PRINCIPAL > VAREJO > VAREJINHO
7898108640616;CONFIRA TESTE DE GRAVIDEZ PRATIC C/ 1 CANETA;SANFARMA;PRINCIPAL > VAREJO > VAREJINHO
7898108640258;CONFIRA TESTE DE GRAVIDEZ SEMANAS C/ 1 CANETA;SANFARMA;PRINCIPAL > VAREJO > VAREJINHO
7896006297475;CONIDRIN 0,9% C/30 SACHES ;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GRIPES E RESFRIADOS
7896006297451;CONIDRIN 0,9% KIDS C/15 SACHES ;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GRIPES E RESFRIADOS
7896006297444;CONIDRIN 0,9% SH KIDS 120ML;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GRIPES E RESFRIADOS
7896006297468;CONIDRIN 240ML CLORETO DE SODIO 0,9 LAVAGEM NASA;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GRIPES E RESFRIADOS
7896006212102;CONIDRIN 3 SOL SPRAY C/60 ML;GEOLAB IND FARM;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GRIPES E RESFRIADOS
7896006200406;CONIDRIN BABY 9 MG/ML SOL NAS GTS 30 ML;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > SIMILAR > SIMILAR-RX > DOR E FEBRE
7896006214755;CONIDRIN SALINA 9 MG/ML SOL NAS GTS 30 ML;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > SIMILAR > SIMILAR-RX > DOR E FEBRE
7896006215714;CONIDRIN SALINA 9 MG/ML SOL NAS SPR 50 ML;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > GRIPES E RESFRIADOS
7896075757436;CONJ ALICATE + CORTADORTOUCH MIX;MERHEJE BRAZIL IND DE METAL PRECISAO LTD;PRINCIPAL > PERFUMARIA > PERF-UNHAS-CUIDADOS UNHAS > PERF-UNHAS-BASE
7896033285155;CONJ LILLO ESC LIMPEZA MAMAD 851510;LILLO DO BRASILIND. E COM;PRINCIPAL > PERFUMARIA > PERF-INFANTIL - PUERICULTURA
;CONJ MANICURE MERHEJE BASIC LILAS;MUNDIAL S/A;PRINCIPAL > PERFUMARIA > PERF-UNHAS-CUIDADOS UNHAS > PERF-UNHAS-BASE
;CONJ MANICURE MERHEJE BASIC ROSA;MUNDIAL S/A;PRINCIPAL > PERFUMARIA > PERF-UNHAS-CUIDADOS UNHAS > PERF-UNHAS-BASE
7896075701187;CONJ MERHEJE PLUS AZUL A/P/E/C;MERHEJE BRAZIL IND DE METAL PRECISAO LTD;PRINCIPAL > PERFUMARIA > PERF-CUIDADOS UNHAS > PERF-UNHAS-ACESSÓRIOS
7896075701071;CONJ MERHEJE PLUS ROSA  A/E/P/C;MERHEJE BRAZIL IND DE METAL PRECISAO LTD;PRINCIPAL > PERFUMARIA > PERF-ACESSORIOS
;CONJ METAL OLHO GATO;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONJ METAL PEROLA(A D);A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONJ METAL PEROLA(A D)-40592;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONJ METAL ZIRCONIA(A D);A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONJ METAL ZIRCONIA(A D)-40612;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONJ METAL/ZIRCONIA(A D);A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONJ METAL/ZIRCONIA(A D)-40579;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONJ METAL/ZIRCONIA(A D)-40582;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONJ METAL/ZIRCONIA(A D)-40584;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONJ METAL/ZIRCONIA(A D)-40586;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;CONJ METAL/ZIRCONIA(A D)-40587;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
406178;CONJ METAL/ZIRCONIA(A D)-40617;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7896440602613;CONJ MORDEDOR COM CHOCALHO RF 508;FENIX BRINQUEDOS LTDA;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
;CONJ PLUS MERHEJE TEENS / MIX;MUNDIAL S/A;PRINCIPAL > PERFUMARIA > PERF-UNHAS-CUIDADOS UNHAS > PERF-UNHAS-BASE
7896020626046;CONJUNTO BALDINHO PRAIA MOR CLUBE DO SIRI C/8;METALURGICA MOR S A;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7899525600085;CONJUNTO BUBA CHOCALHOS SORTIDO;MOAS - PUERICULTURA;PRINCIPAL > PERFUMARIA > PERF-INFANTIL - PUERICULTURA
7908487303467;CONJUNTO C/4 CAMINHOES TK-1115 MOHNISH;OM UTILIDADES DOMESTICAS LTDA;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7908487301906;CONJUNTO C/4 CARRINHOS TK-2130 MOHNISH;OM UTILIDADES DOMESTICAS LTDA;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7908487302828;CONJUNTO COZINHA TK-2048 MOHNISH;OM UTILIDADES DOMESTICAS LTDA;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7899632507444;CONJUNTO DE CARRINHOS 6PCS CP099255 CP099260;OM UTILIDADES DOMESTICAS LTDA;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7899632507376;CONJUNTO DE CARRINHOS CP056377 CP056368 CP099253;OM UTILIDADES DOMESTICAS LTDA;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7899632507536;CONJUNTO DE TRATORES CP099671;OM UTILIDADES DOMESTICAS LTDA;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7896033232975;CONJUNTO LILLO ALIMENTACAO 3 PECAS DISNEY MICKEY MENINO;LILLO DO BRASILIND. E COM;PRINCIPAL > PERFUMARIA > PERF-INFANTIL - PUERICULTURA
7896033232982;CONJUNTO LILLO ALIMENTACAO 3 PECAS DISNEY MINNIE MENINA;LILLO DO BRASILIND. E COM;PRINCIPAL > PERFUMARIA > PERF-INFANTIL - PUERICULTURA
7896025509467;CONJUNTO MARCO BONI APLICADOR DE SOMBRA;MARCO BONI;PRINCIPAL > PERFUMARIA > PERF-MAQUIAGEM > PERF-MAQUIAGEM-UTILIDADES
7896075707097;CONJUNTO MERHEJE BASIC C/ DEPILADOR BIC;MERHEJE BRAZIL IND DE METAL PRECISAO LTD;PRINCIPAL > PERFUMARIA > PERF-UNHAS-CUIDADOS UNHAS > PERF-UNHAS-BASE
7896440603047;CONJUNTO MORDEDOR KIT STAR VEGETAIS RF 511A;FENIX BRINQUEDOS LTDA;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7897517903466;CONJUNTO PENTE RICCA GRANDE E CABO FINO;BELLIZ - RICCA;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-COLORAÇÃO
7897322701981;CONMEL 500 MG/ML GTS C/ 20 ML;FARMASA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
;CONMEL>>>>> 500 MG C/ 4 CP;FARMASA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP/FR
;CONMEL>>>>> 500 MG C/ 8 CP;FARMASA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP/FR
7896006222316;CONSTANTE 0,5 MG C/ 30 CP;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > SIMILAR > SIMILAR-RX > DOR E FEBRE
7896006249863;CONSTANTE 1 MG C/ 30 CP;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > SIMILAR > SIMILAR-RX > DOR E FEBRE
7896472513734;CONTHENC 500 MG C/ 30 CP;MULTILAB IND DE MED LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7896032645561;CONTORNO FACIAL TRACTA MEDIO 02;A DEFINIR;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898417969323;CONTORNO FACIAL VULT STICK 01;BOTICÁRIO - VULT;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898417969330;CONTORNO FACIAL VULT STICK 02;BOTICÁRIO - VULT;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898417969347;CONTORNO FACIAL VULT STICK 03;BOTICÁRIO - VULT;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7894916502900;CONTRACEP 150 MG/ML INJ AMP C/ 1 ML;EMS S/A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-ANTICONCEPCIONAL
7896112448679;CONTRACTUBEX 50MG;BIOLAB SANUS-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
7896112403418;CONTRACTUBEX GEL C/ 20 G;BIOLAB SANUS-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-LINHA TÓPICA
7896112403425;CONTRACTUBEX GEL C/ 50 G;BIOLAB SANUS-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-LINHA TÓPICA
7896112400547;CONTRACTUBEX SPRAY 100 ML;BIOLAB SANUS-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
7891721201691;CONTRAVE 8+90MG 120CP REV LP;MERCK -OL SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7908161371997;CONTROLE DE VIDEO GAME PIMPOLHO MUSICAL P/BEBE AMARELO;PIMPOLHO BRITO E CIA;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7908161372000;CONTROLE DE VIDEO GAME PIMPOLHO MUSICAL P/BEBE AZUL;PIMPOLHO BRITO E CIA;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7899525696866;CONTROLE REMOTO MUSICAL BUBA BRANCO SORTIDO;MOAS - PUERICULTURA;PRINCIPAL > PERFUMARIA > PERF-INFANTIL - PUERICULTURA
7899525696873;CONTROLE REMOTO MUSICAL BUBA PRETO SORTIDO;MOAS - PUERICULTURA;PRINCIPAL > PERFUMARIA > PERF-INFANTIL - PUERICULTURA
7891000255742;COOKIE  NESFIT BANANA 60G;NESTLE BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7891962042213;COOKIE BAUD AVEIA E PASSAS VRJ 40G;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;COOKIE CACAU E CEREAIS DP 320G;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;COOKIE CHOCOLATE DP 320G;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7896283004513;COOKIE INT JASMINE 150G AVELA COM GOTAS DE CHOCOLATE;JASMINE;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
7896283001253;COOKIE INT JASMINE 150G CAFE;JASMINE;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
7896283001321;COOKIE INT JASMINE 150G CASTANHA DO PARA;JASMINE;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
7896283000898;COOKIE INT JASMINE 150G CHOCOLATE;JASMINE;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7896283001260;COOKIE INT JASMINE 150G LARANJA;JASMINE;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7896283000911;COOKIE INT JASMINE 150G LIMAO;JASMINE;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
7896003706895;COOKIE INTEG CACAU E CEREAIS 80G;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7896003706864;COOKIE INTEG GRANOLA E MEL 80G;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;COOKIE INTEG GRANOLA MEL DP 320G;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7896003704747;COOKIE MARILAN CHOCOLATE  80G;MARILAN ALIMENTOS S/A;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7896003704471;COOKIE ORIGINAL 80G;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;COOKIE ORIGINAL DP 320G;A DEFINIR;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;COOKIES AVEIA CACAU/AVELA 40G;PEPSICO DO BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;COOKIES AVEIA GRANOLA 40G;PEPSICO DO BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
;COOKIES AVEIA MACA/CANELA 40G;PEPSICO DO BRASIL LTDA;PRINCIPAL > USO E CONSUMO > USO E CONSUMO
7898380410884;COOKIES BELIVE 34G BAUNILHA/CHOCOLATE;INTEGRALMEDICA SUPL NUTRICIONAIS LTDA;PRINCIPAL > SUPLEMENTO ESPORTIVOS > SUPLE- ESPORTIVOS - COQUETELEIRAS
7898380410921;COOKIES BELIVE 34G DOUBLE CHOCOLATE ZERO;INTEGRALMEDICA SUPL NUTRICIONAIS LTDA;PRINCIPAL > SUPLEMENTO ESPORTIVOS > SUPLE- ESPORTIVOS - COQUETELEIRAS
7898380410839;COOKIES BELIVE BAUNILHA/CHOCOLATE 100G;PRODUCED IN BRASIL;PRINCIPAL > SUPLEMENTO ESPORTIVOS > SUPLE- ESPORTIVOS - COQUETELEIRAS
7891008122268;COOKIES CHOC 60G MEIO AMARGO;NESTLE BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7896001272699;COOKIES LINEA 40G MACAE CANELA;LINEA ALIMENTOS;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7896496981113;COOKIES ORG INT CACAU CASTANHA 25G;0;PRINCIPAL > CONVENIENCIA > CONV-BEBIDAS > CONV-BEBIDAS-AGUA MINERAL
7892840818760;COOKIES TODDY XTREME 71G BAUNILHA;PEPSICO DO BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-CHOCOLATES
7892840818807;COOKIES TODDY XTREME 71G CHOCOLATE;PEPSICO DO BRASIL LTDA;PRINCIPAL > CONVENIENCIA > CONV-BOMBONIERE > CONV-BOMBONIERE-CHOCOLATES
7896920303580;COPAVITON A-Z C/30 CP;ECOFITUS LAB.-SIC;PRINCIPAL > SUPLEMENTOS > SUPLE- DIVERSOS
7896920301708;COPAVITON C/30 CP;ECOFITUS LAB.-SIC;PRINCIPAL > SUPLEMENTOS > SUPLE- DIVERSOS
